filename,mmol/g_working_capacity,selectivity
DB5-hypotheticalMOF_5073472_0_0_2_19_3_5,0.775812,33.8155
DB7-ddmof_23560,0.173681,4.52719
DB12-LIDZOP_freeONLY,0.5385,208.568595
DB0-m3_o22_o26_f0_pcu.sym.77,1.001997,41.85334
DB0-m3_o22_unh,0.465544,3.87158
DB5-hypotheticalMOF_5076944_1_0_2_27_27_5,0.275951,3.460295
DB0-m2_o24_o27_f0_pcu.sym.68,0.175804,3.99836
DB0-m18_o78_o148_f0_fsc,1.485269,52.313085
DB0-m18_o15_o24_f0_pcu,1.510087,73.332965
DB0-m9_o8_o10_f0_sra.sym.31,1.574797,228.33563
DB12-ABEXIQ_clean,1.0353,37.63562
DB12-COQGAS_clean,1.190449,82.32703
DB0-m3_o22_o27_f0_pcu.sym.33,0.528955,13.581455
DB7-ddmof_4852,0.199082,10.12543
DB0-m2_o24_o28_f0_pcu.sym.43,2.009655,76.64329
DB0-m3_o24_o1480_f0_fsc.sym.40,1.896445,113.381535
DB1-Zn2O8N2-ADC_A-irmof8_A_No188,2.225795,48.408725
DB0-m3_o11_o24_f0_pcu.sym.24,0.473158,15.626115
DB12-MAYJOM_clean,1.762266,87.998865
DB5-hypotheticalMOF_22922_1_0_1_13_17_6,0.444381,5.13397
DB6-cuf_7756,0.296267,4.254345
DB12-ZAGHAT_clean,3.359693,269.004425
DB12-QADXAX_clean,1.035265,162.81928
DB1-Zn2O8N2-irmof10_A-irmof7_A_No547,3.62199,95.648015
DB12-YIXZEM_clean,0.796159,80.89085
DB12-KESGAS_clean,2.043106,110.191935
DB12-LARPEC_clean,2.980435,151.057845
DB12-ASIRUR_clean,0.734005,3.822855
DB7-ddmof_22137,0.315744,10.0512
DB0-m2_o10_o25_f0_pcu.sym.79,2.800707,130.32133
DB0-m2_o8_o16_f0_pcu.sym.108,0.274514,2.47157
DB12-EQUBUO_clean,1.019453,111.51001
DB0-m2_o11_o20_f0_pcu.sym.56,0.149979,1.542275
DB0-m18_o11_o11_f0_pcu,0.171683,1.746565
DB12-BUCPAS_freeONLY,0.740651,153.67536
DB0-m3_o2_o20_f0_nbo.sym.23,0.169078,1.677
DB12-BIRMUM_clean,1.15701,141.25352
DB15-sxc_N65_E173_opt,1.753883,61.657875
DB0-m3_o14_o26_f0_pcu.sym.19,0.590589,20.83236
DB12-ja300034j_si_002_freeONLY,0.847986,80.783625
DB12-YARYUL_clean,0.178193,3.266385
DB0-m2_o11_o21_f0_pcu.sym.89,0.201662,2.552165
DB5-hypotheticalMOF_36294_0_0_2_16_7_5,1.712721,65.1498
DB0-m3_o6_o23_f0_pcu.sym.57,0.443387,5.36677
DB15-pcu_N144_E182_opt,1.703098,23.219785
DB5-hypotheticalMOF_5066384_0_0_2_8_7_0,1.715119,81.393595
DB0-m2_o10_o20_f0_pcu.sym.40,0.250655,4.69716
DB15-pcu_N139_E36_opt,0.218036,2.436985
DB15-pcu_N123_E23_opt,0.724436,8.030285
DB0-m3_o10_o11_f0_pcu.sym.30,1.671012,161.13861
DB0-m2_o22_o26_f0_pcu.sym.78,0.940648,39.679175
DB0-m3_o12_o25_f0_pcu.sym.108,0.66467,16.2808
DB0-m3_o24_o1470_f0_fsc.sym.17,2.364448,153.22998
DB0-m3_o12_o23_f0_pcu.sym.74,0.601598,9.52502
DB12-OKAZAD_clean,1.637608,241.69043
DB15-kag_N47_E51_opt,0.229572,5.358285
DB7-ddmof_23413,0.248926,2.6721
DB12-PENNUT_freeONLY,1.475101,90.20512
DB0-m3_o160_o48_f0_fsc.sym.80,3.120129,131.38325
DB12-TUWPIL_clean,1.497481,36.59026
DB12-APARAM_clean,0.855313,70.89578
DB15-pcu_N37_E177_opt,1.051876,24.596045
DB5-hypotheticalMOF_24053_1_1_1_6_25_3,1.011443,93.1235
DB0-m3_o90_o22_f0_fsc.sym.36,1.351738,92.82789
DB0-m2_o8_o25_f0_pcu.sym.31,0.088649,1.85187
DB0-m2_o11_o22_f0_pcu.sym.32,0.423552,13.853775
DB12-NIGDEO_clean,0.844875,32.583585
DB12-XACZEH_freeONLY,1.10072,68.279115
DB0-m3_o145_o22_f0_fsc.sym.9,2.822513,140.47326
DB12-CETVAA_clean,0.471553,200.13858
DB12-PEDMOB_clean,2.010289,390.62445
DB5-hypotheticalMOF_22311_0_0_1_0_17_12,1.917516,77.7896
DB0-m2_o12_o20_f0_pcu.sym.7,0.147021,2.35012
DB15-qtz_N76_E181_opt,0.180204,1.169565
DB0-m3_o22_o30_tfz,1.121412,41.813725
DB0-m3_o1_o1490_f0_fsc.sym.25,2.484725,121.831585
DB0-m2_o5_o11_f0_nbo.sym.49,0.161751,3.758195
DB0-m3_o22_o25_f0_pcu.sym.57,0.948171,80.158175
DB6-cuf_4796,0.210748,2.57126
DB5-hypotheticalMOF_5062253_1_1_2_18_10_8,0.990042,74.42861
DB12-EPOXAJ_clean,0.329081,15.06492
DB0-m23_o27_o152_f0_pcu,0.199305,3.32047
DB0-m3_o11_o26_f0_pcu.sym.40,0.402239,10.19217
DB0-m2_o11_o21_f0_pcu.sym.25,0.138073,1.266235
DB5-hypotheticalMOF_111_1_1_0_9_9_11,1.154388,74.29479
DB0-m2_o24_o24_f0_pcu.sym.48,0.615452,28.575205
DB12-KUQWIE_clean,0.145094,16.07028
DB5-hypotheticalMOF_3695_3_0_0_24_21_0,0.133914,0.992845
DB0-m3_o11_o25_f0_pcu.sym.105,0.583049,16.931175
DB0-m3_o16_o20_f0_pcu.sym.103,0.531843,8.326975
DB0-m3_o12_o23_f0_pcu.sym.129,0.43778,9.28279
DB0-m3_o11_o21_f0_pcu.sym.121,0.249664,3.2511
DB0-m3_o11_o18_f0_pcu.sym.14,1.094756,31.534585
DB0-m2_o10_o14_f0_pcu.sym.31,2.197139,125.685355
DB0-m3_o17_o90_f0_fsc.sym.76,3.267631,101.555065
DB0-m3_o24_o109_f0_fsc.sym.4,1.950466,81.36671
DB1-Zn2O8N2-irmof20_A-irmof6_A_No319,1.056493,38.826945
DB15-cds_N87_E141_opt,0.186413,1.19927
DB0-m2_o11_o29_f0_pcu.sym.64,0.519962,7.90329
DB12-DAWCOV_clean,3.918522,122.5081
DB0-m3_o11_o23_f0_pcu.sym.79,1.137567,29.961425
DB0-m2_o2_o18_f0_pcu.sym.15,0.311101,3.36389
DB0-m3_o24_o26_f0_pcu.sym.14,0.207337,4.114335
DB5-hypotheticalMOF_5076777_1_0_2_27_11_2,0.268095,5.45548
DB12-WICGEV_clean,0.312543,16.98137
DB0-m2_o10_o17_f0_pcu.sym.26,2.602395,115.30373
DB1-Cu2O8N2-ADC_A-DPAC_A_No630,0.236362,3.112585
DB5-hypotheticalMOF_5072900_2_2_2_19_12_6,0.923925,102.648915
DB0-m3_o146_o22_f0_fsc.sym.39,2.469669,137.130545
DB6-cuf_5740,0.403254,5.13532
DB7-ddmof_21576,0.197226,4.7295
DB7-ddmof_21084,0.188455,0.82824
DB12-PARVUB_clean,0.246209,30.742085
DB0-m2_o12_o12_f0_pcu.sym.33,1.422967,120.219025
DB7-ddmof_23203,0.542455,35.82099
DB12-QADWIE_clean,0.8532,177.01186
DB12-EKOKIA_freeONLY,1.515854,184.177585
DB0-m2_o22_o28_f0_pcu.sym.20,1.006575,42.98455
DB0-m3_o24_o450_f0_fsc.sym.18,0.433783,13.62476
DB5-hypotheticalMOF_5024414_2_1_0_27_13_0,0.638412,18.631055
DB12-TILDIC_clean,0.774268,8.17212
DB12-VOPCEK_clean,3.063607,167.656795
DB12-ERUFUS_clean,1.090789,96.602595
DB5-hypotheticalMOF_27147_1_1_1_22_13_6,0.605426,138.97256
DB0-m2_o11_o28_f0_pcu.sym.20,0.363946,7.766585
DB5-hypotheticalMOF_5045914_3_0_1_3_15_10,0.192712,1.613975
DB0-m3_o10_o12_f0_pcu.sym.10,0.6547,26.92974
DB5-hypotheticalMOF_5071341_1_0_2_19_26_7,0.332877,4.225235
DB7-ddmof_5515,0.355189,6.470085
DB12-LEDLEN_freeONLY,1.526791,87.201225
DB0-m2_o11_o27_f0_pcu.sym.125,0.5857,16.72777
DB0-m18_o5_o21_f0_pcu,0.160419,1.75009
DB0-m2_o1_o3_f0_pcu.sym.10,0.25609,6.939525
DB0-m2_o8_o20_f0_pcu.sym.93,0.183026,2.582395
DB12-PAJSAX_freeONLY,0.510153,29.447875
DB0-m2_o12_o28_f0_pcu.sym.81,0.728599,29.17756
DB12-EBEMII_freeONLY,0.948069,124.76458
DB5-hypotheticalMOF_3001007_1_1_1_34_34_3,0.835204,49.375725
DB6-cuf_7761,0.675266,14.724325
DB14-bovheb_P1_H,0.946531,170.484075
DB0-m3_o12_o14_f0_pcu.sym.89,0.804501,32.71658
DB12-XADDUD_clean,0.904381,55.376175
DB12-RIXBIK_freeONLY,2.368999,172.71658
DB0-m3_o520_o19_f0_fsc.sym.4,0.47722,9.473895
DB12-VIWKOD_clean,1.973905,24.74171
DB0-m3_o17_o1530_f0_fsc.sym.39,1.619839,53.86068
DB12-CACBUG_clean,2.606051,120.55378
DB0-m2_o16_o20_f0_pcu.sym.23,0.548122,13.252435
DB0-m23_o7_o29_f0_pcu,0.455417,6.23271
DB0-m3_o105_o22_f0_fsc.sym.12,1.968712,79.122655
DB15-cds_N87_E45_opt,0.340203,10.76851
DB12-YAVVID_clean,0.591579,53.20071
DB0-m2_o11_o24_f0_pcu.sym.87,0.483353,17.00745
DB1-Cu2O8N2-fum_A-irmof20_A_No130,1.69686,94.68567
DB0-m3_o1_o13_f0_pcu.sym.19,0.643322,20.326765
DB0-m3_o10_o19_f0_pcu.sym.46,0.606883,35.511
DB0-m2_o12_o27_f0_pcu.sym.71,0.193508,7.280385
DB12-QAQSAD_clean,2.536536,116.534255
DB12-ENUCOG_clean,1.198913,79.998435
DB12-EQOCES_clean,1.259065,100.681215
DB5-hypotheticalMOF_5059985_0_0_2_12_10_11,0.428703,11.402045
DB0-m3_o510_o14_f0_fsc.sym.20,1.839471,119.234165
DB12-RAYFEE_freeONLY,0.563835,33.28651
DB0-m2_o7_o22_f0_pcu.sym.89,0.27703,3.421955
DB0-m3_o6_o24_f0_pcu,0.145778,2.381325
DB15-pcu_N108_E39_opt,0.387979,3.417805
DB0-m2_o11_o19_f0_pcu.sym.84,0.170912,2.766065
DB0-m18_o22_o152_f0_pcu,0.366993,7.394605
DB5-hypotheticalMOF_5062214_1_1_2_18_10_6,0.432587,26.155185
DB0-m2_o11_o25_f0_pcu.sym.18,0.451648,9.58541
DB12-c5ce00677e_c5ce00677e2_freeONLY,1.44087,116.37874
DB0-m3_o96_o11_f0_fsc.sym.3,1.159463,31.06604
DB0-m3_o8_o19_f0_pcu.sym.16,0.248089,2.819275
DB12-QUQBAH_clean,0.806676,15.308705
DB0-m2_o1_o20_f0_pcu.sym.15,0.220506,5.18334
DB0-m3_o11_o25_f0_pcu.sym.3,0.411567,6.53001
DB0-m3_o1_o3_f0_nbo.sym.103,0.309489,5.950885
DB0-m3_o153_o158_f0_fsc.sym.9,2.334224,82.045665
DB0-m23_o6_o24_f0_pcu,1.161246,60.31159
DB0-m3_o1_o90_f0_fsc.sym.8,1.665574,72.53499
DB0-m3_o7_o15_f0_pcu.sym.23,0.172856,2.294895
DB0-m2_o7_o24_f0_pcu,0.216106,1.498585
DB12-TEWFOS_clean,1.942914,148.28803
DB0-m2_o18_o19_f0_pcu.sym.42,0.383401,5.087395
DB12-YUBFOR_clean,1.00925,64.045555
DB0-m2_o14_o24_f0_pcu.sym.32,1.535197,91.70861
DB0-m2_o22_o23_f0_pcu.sym.3,0.50539,14.652405
DB5-hypotheticalMOF_1002090_1_0_3_0_1_0,1.231849,257.77282
DB5-hypotheticalMOF_5027994_2_2_0_11_11_8,0.477135,81.87588
DB13-cds-Syn036383,0.158047,1.679615
DB5-hypotheticalMOF_5069857_1_0_2_3_24_0,0.189961,2.14107
DB0-m3_o7_o16_f0_pcu.sym.34,0.260966,2.385905
DB7-ddmof_22295,0.125337,1.42205
DB0-m2_o11_o20_f0_pcu.sym.21,0.129507,1.39992
DB0-m2_o8_o11_f0_pcu.sym.37,0.703582,27.463725
DB7-ddmof_22914,0.236762,1.13782
DB12-OBAFEF_clean,0.470188,58.188495
DB5-hypotheticalMOF_5051611_1_1_1_27_25_2,0.396614,11.818015
DB12-GEFZAU_clean,1.419029,93.93861
DB0-m3_o22_o25_f0_pcu.sym.17,0.633187,17.53089
DB0-m2_o11_o17_f0_pcu.sym.70,0.412126,6.500025
DB0-m3_o16_o149_f0_fsc.sym.35,3.252952,181.14703
DB12-TUMRUQ_clean,1.447587,223.89634
DB12-DIYTEM_clean,3.294429,252.42428
DB0-m3_o540_o6_f0_fsc.sym.40,1.0763,39.53119
DB12-PIQFIG_freeONLY,0.060544,1.45946
DB0-m3_o24_o109_f0_fsc.sym.27,1.586332,83.48985
DB0-m3_o490_o156_f0_fsc.sym.37,3.598889,284.328605
DB12-MAZJEC_clean,1.13891,166.57508
DB12-KOVJAI01_clean,2.372124,146.08453
DB12-XUKNIC_clean,1.90017,76.305165
DB0-m2_o8_o22_f0_pcu.sym.80,0.436232,12.641365
DB12-DIWNAA_clean,5.372972,121.622515
DB0-m2_o11_o22_f0_pcu.sym.72,0.538872,22.381315
DB0-m1_o4_o24_f0_pcu,0.160285,3.615115
DB0-m2_o2_o7_f0_pcu.sym.9,0.234095,2.28614
DB0-m3_o24_o96_f0_fsc.sym.18,0.941641,24.002865
DB0-m3_o4_o25_f0_pcu.sym.22,0.529307,14.81484
DB0-m2_o12_o25_f0_pcu.sym.22,0.393864,6.120895
DB12-WOGHOP_clean,1.117884,120.349825
DB12-IDEYOF_freeONLY,0.731804,24.37494
DB0-m3_o101_o22_f0_fsc.sym.6,2.836302,184.270485
DB0-m3_o16_o1510_f0_fsc.sym.33,1.595188,62.008625
DB0-m3_o1_o420_f0_fsc.sym.2,2.821029,121.024395
DB0-m3_o2_o23_f0_pcu.sym.58,0.619791,10.946915
DB15-sxb_N123_E70_opt,2.730578,36.234765
DB5-hypotheticalMOF_5068547_0_0_2_20_13_8,0.524732,15.58476
DB0-m23_o14_o29_f0_pcu,2.57284,193.27339
DB1-Zn2O8N2-irmof14_A-irmof7_A_No320,3.44189,98.95697
DB12-COYTIU_clean,0.485405,50.47772
DB12-DICVES_clean,3.23193,181.099455
DB0-m3_o11_o23_f0_pcu.sym.4,0.35362,4.71297
DB0-m3_o153_o22_f0_fsc.sym.68,2.288236,150.30743
DB5-hypotheticalMOF_32471_1_1_2_11_24_5,0.546372,26.09521
DB5-hypotheticalMOF_4593_0_0_0_4_4_5,2.071412,107.21335
DB0-m3_o1_o1490_f0_fsc.sym.4,2.465232,119.879575
DB0-m2_o11_o29_f0_pcu.sym.24,0.628941,10.693165
DB1-Zn2O8N2-ADC_A-BDC_A_No997,2.690347,52.406935
DB0-m2_o7_o12_f0_pcu.sym.29,0.227324,3.958455
DB1-Cu2O8N2-irmof6_A-irmof7_A_No33,2.523546,113.996865
DB7-ddmof_18502,0.273825,6.020805
DB5-hypotheticalMOF_5048603_0_0_1_19_3_2,0.209302,3.911895
DB0-m3_o24_o47_f0_fsc.sym.39,1.336853,98.42708
DB5-hypotheticalMOF_17679_0_0_1_21_9_4,0.195032,2.168145
DB5-hypotheticalMOF_5017766_0_0_0_19_11_13,0.26851,2.97037
DB5-hypotheticalMOF_5063592_1_0_2_15_9_6,0.269331,2.90235
DB0-m2_o1_o23_f0_pcu.sym.6,0.71849,44.113905
DB12-SAJLOH_clean,0.806046,336.139835
DB12-QULMIU_freeONLY,1.142516,90.32294
DB0-m2_o22_o25_f0_nbo.sym.18,0.108762,1.084725
DB0-m3_o153_o22_f0_fsc.sym.73,2.00139,135.03744
DB0-m3_o8_o9_f0_pcu.sym.24,0.166898,3.169395
DB0-m3_o115_o22_f0_fsc.sym.36,1.28229,38.1615
DB5-hypotheticalMOF_5045930_0_0_1_3_15_5,0.48792,13.68134
DB5-hypotheticalMOF_5037230_0_0_1_18_11_12,0.75558,16.030265
DB5-hypotheticalMOF_5037628_1_1_1_18_13_3,0.843066,56.755055
DB0-m3_o22_o23_f0_pcu.sym.22,0.228839,8.183875
DB5-hypotheticalMOF_5074540_1_1_2_23_11_6,1.195325,92.682935
DB12-YUBHAG_clean,3.483619,216.055765
DB15-vme_N144_E185_opt,0.480389,18.031785
DB15-kag_N65_E206_opt,1.609707,37.774525
DB0-m3_o11_o13_f0_pcu.sym.8,0.281142,4.157125
DB12-OVIZUP_freeONLY,0.626475,113.601045
DB15-pcu_N65_E112_opt,1.493298,31.096555
DB0-m2_o16_o27_f0_pcu.sym.12,0.648177,18.40857
DB0-m3_o540_o22_f0_fsc.sym.40,2.164659,126.06085
DB0-m9_o13_o14_f0_sra.sym.56,2.8483,214.29324
DB12-AGARUW_freeONLY,1.403997,145.590465
DB12-IZEHAX_freeONLY,1.26607,318.63785
DB0-m3_o11_o12_f0_pcu.sym.2,0.233847,4.155895
DB12-IZEBEV_freeONLY,0.352828,64.73715
DB0-m3_o16_o520_f0_fsc.sym.9,2.272605,104.23364
DB7-ddmof_19869,0.162743,2.56631
DB0-m3_o1510_o22_f0_fsc.sym.40,0.822232,35.989305
DB12-jacs.5b12516_ja5b12516_si_002_clean,0.249177,27.16951
DB12-TUTJAU_freeONLY,2.88781,167.40931
DB12-DOYLEI_freeONLY,0.502008,19.516595
DB7-ddmof_23116,0.233513,6.13742
DB7-ddmof_23731,0.10049,1.10128
DB0-m3_o24_o520_f0_fsc.sym.29,1.667273,85.07293
DB0-m18_o10_o25_f0_pcu,0.322236,4.165765
DB7-ddmof_21391,0.152886,2.81412
DB12-TUNJET_clean,1.071809,107.039095
DB5-hypotheticalMOF_5042287_0_0_1_8_18_5,0.358491,9.169765
DB12-WOPHIU_clean,1.28716,73.152185
DB5-hypotheticalMOF_5072674_1_1_2_19_16_2,1.632304,84.38231
DB15-acs_N134_E73_unopt,0.262572,3.95561
DB0-m3_o12_o28_f0_pcu.sym.101,0.687018,26.41082
DB0-m9_o20_o22_f0_sra.sym.101,0.867889,55.071615
DB12-CAKXUJ_clean,0.403762,25.85766
DB0-m2_o24_o24_f0_pcu.sym.13,0.304993,10.45644
DB0-m3_o24_o24_f0_pcu.sym.87,0.884923,36.603865
DB12-EHODOV_SL,2.419998,128.30447
DB6-cuf_4002,0.339096,4.748735
DB12-IKETUO_freeONLY,1.410316,267.10199
DB0-m2_o8_o22_f0_pcu.sym.9,0.153768,4.309855
DB0-m3_o11_o29_f0_pcu.sym.30,0.50152,8.104885
DB12-RATVEP_clean,0.936557,23.323515
DB12-NARNIG_clean,0.589048,6.41863
DB0-m3_o10_o25_f0_pcu.sym.81,2.277116,141.66592
DB12-KEYFUR_clean,0.361199,85.41428
DB7-ddmof_972,0.394882,10.23936
DB15-pcu_N108_E148_opt,0.666282,5.947185
DB0-m2_o24_o25_f0_pcu.sym.57,0.451567,8.61285
DB12-ZUDQUM_clean,1.227973,70.63712
DB0-m2_o10_o25_f0_pcu.sym.15,0.551218,15.64202
DB5-hypotheticalMOF_5058997_1_1_2_12_26_2,1.025513,43.66572
DB5-hypotheticalMOF_5078629_2_0_2_28_17_10,0.487013,8.167515
DB12-VUCDEE_clean,1.809358,159.90086
DB12-CENPUI_clean,3.001862,137.211985
DB12-QUQPUO_clean,2.077937,190.88575
DB0-m2_o12_o14_f0_pcu.sym.46,0.641984,25.24178
DB12-ZEDZAL_freeONLY,3.364584,162.94348
DB12-OSIXIY_clean,0.596287,180.91306
DB15-rob_N65_E41_opt,0.704594,17.712985
DB0-m3_o14_o22_f0_nbo.sym.13,0.28066,4.048375
DB5-hypotheticalMOF_5037994_1_1_1_18_16_7,5.232689,308.794695
DB1-Cu2O8N2-DPAC_A-pmof1_A_No29,2.244373,57.25452
DB0-m2_o16_o20_f0_pcu.sym.78,0.642615,20.43155
DB12-MAKRIC_clean,2.999594,278.993465
DB0-m3_o11_o24_f0_pcu.sym.48,0.676691,28.08733
DB0-m2_o10_o22_f0_pcu,0.894977,53.98035
DB0-m2_o7_o21_f0_pcu.sym.85,0.10675,1.45026
DB7-ddmof_21137,0.303873,8.71428
DB12-PEGPUO_clean,0.442599,21.131805
DB0-m2_o16_o28_f0_pcu.sym.39,0.815961,30.237775
DB0-m3_o430_o22_f0_fsc.sym.13,1.435089,60.815865
DB13-acs-Syn033149,1.031735,47.454535
DB0-m3_o10_o27_f0_pcu.sym.49,0.565388,26.06166
DB12-SAKRED_freeONLY,1.893926,127.807715
DB0-m3_o22_o26_f0_pcu.sym.80,0.339754,6.26561
DB5-hypotheticalMOF_32639_1_0_2_11_10_6,0.635294,16.25039
DB15-pcu_N139_E11_opt,1.551091,43.190025
DB0-m3_o24_o29_f0_pcu.sym.64,0.867868,19.199385
DB12-MIZKOW_freeONLY,0.678595,116.527295
DB0-m2_o9_o22_f0_nbo.sym.96,0.529247,19.984365
DB0-m2_o22_o25_f0_pcu.sym.105,0.578809,13.076635
DB5-hypotheticalMOF_5045874_0_0_1_3_15_2,0.473449,17.11134
DB0-m2_o11_o26_f0_pcu.sym.14,0.307198,4.81127
DB0-m3_o45_o149_f0_fsc,5.096118,272.246065
DB0-m3_o22_o25_f0_pcu.sym.97,1.353474,64.94403
DB5-hypotheticalMOF_5077209_0_0_2_27_14_5,1.364013,41.212375
DB0-m3_o1470_o23_f0_fsc.sym.28,2.026839,76.886615
DB5-hypotheticalMOF_5060127_2_0_2_12_11_8,0.179262,2.74997
DB0-m3_o24_o78_f0_fsc.sym.6,2.115377,149.64957
DB0-m2_o14_o21_f0_pcu.sym.10,0.499584,11.048895
DB12-XUMFIV_freeONLY,0.846183,71.92022
DB7-ddmof_5281,0.445233,31.625945
DB0-m2_o16_o18_f0_pcu.sym.42,1.456458,50.49471
DB12-TAGVAB_clean,2.533367,67.015015
DB12-CAJLEH_clean,0.258975,110.45607
DB0-m3_o48_o1_f0_fsc.sym.15,1.779082,182.85825
DB12-ACOGEF_clean,2.868079,317.415735
DB0-m3_o93_o22_f0_fsc.sym.17,1.7314,139.98939
DB12-ic200463k_si_002_clean,0.43426,224.08836
DB0-m3_o158_o151_f0_fsc.sym.48,0.550352,39.316095
DB0-m2_o12_o22_f0_pcu.sym.13,0.436959,16.30474
DB12-UTEXIB_freeONLY,2.670225,116.91263
DB12-AQUDEX_clean,0.627328,129.73712
DB5-hypotheticalMOF_5060381_0_0_2_12_13_2,0.304175,10.293055
DB0-m2_o1_o21_f0_pcu.sym.91,0.525417,12.01076
DB15-kag_N47_E13_opt,0.327307,5.612895
DB6-cuf_9049,0.312701,4.74984
DB0-m3_o12_o17_f0_pcu.sym.85,0.771314,23.902535
DB0-m3_o18_o25_f0_pcu.sym.11,0.59335,7.313995
DB5-hypotheticalMOF_5062246_2_1_2_18_10_8,0.611494,38.51996
DB12-APEBEE_clean,2.295584,271.188
DB12-ZIHTEP_clean,1.017088,130.03608
DB0-m2_o14_o29_f0_pcu.sym.11,0.802932,13.80519
DB5-hypotheticalMOF_5068384_0_0_2_20_11_6,0.72068,19.45217
DB15-pcu_N123_E61_opt,1.059519,15.237895
DB14-xeslak_P1_H,0.658484,73.46277
DB0-m2_o8_o22_f0_pcu.sym.144,0.181431,2.029185
DB5-hypotheticalMOF_5037064_1_0_1_18_10_10,0.27743,3.44917
DB12-HURGUX_clean,1.649955,287.865105
DB12-HISJIE_clean,1.509537,224.912845
DB12-LUWMEX_clean,2.481336,249.43955
DB5-hypotheticalMOF_36722_0_0_2_16_1_11,2.57848,112.636605
DB12-LAGVOG_clean,1.988912,48.343895
DB0-m2_o16_o25_f0_pcu.sym.127,0.817522,32.70056
DB0-m3_o22_o22_f0_pcu.sym.26,1.416291,94.682375
DB5-hypotheticalMOF_5008739_3_2_0_15_18_3,0.13491,3.780515
DB12-GUKZAO_clean,2.818176,78.357995
DB0-m3_o11_o22_f0_pcu.sym.26,0.596253,25.541525
DB0-m3_o12_o21_f0_pcu.sym.100,0.828504,18.004435
DB15-sxc_N123_E226_opt,0.23529,12.900415
DB0-m2_o10_o11_f0_pcu.sym.88,1.58272,97.455215
DB0-m3_o16_o150_f0_fsc.sym.7,1.980009,102.191215
DB0-m3_o16_o21_f0_pcu.sym.73,0.412999,6.806625
DB5-hypotheticalMOF_5072207_1_0_2_19_11_6,0.560162,13.4149
DB15-sxc_N37_E183_opt,0.990376,33.18095
DB12-KAHYID_clean,3.080849,20.754095
DB7-ddmof_21923,0.356058,2.343855
DB12-YASLUA_clean,2.292596,282.379885
DB0-m2_o14_o14_f0_pcu.sym.52,2.27272,106.801155
DB0-m2_o12_o12_f0_pcu.sym.28,0.363823,6.691025
DB6-cuf_401,0.91326,31.168585
DB0-m3_o146_o15_f0_fsc.sym.73,1.380203,77.34251
DB1-Zn2O8N2-BDC_A-irmof20_A_No73,1.409538,130.884805
DB12-QOZPOM_freeONLY,3.313238,194.956815
DB0-m3_o14_o25_f0_pcu.sym.22,0.427641,13.88945
DB0-m2_o14_o15_f0_pcu.sym.16,3.124878,197.297985
DB15-sxc_N77_E119_unopt,4.144591,194.5822
DB0-m23_o8_o20_f0_pcu,0.214843,2.923045
DB0-m3_o24_o510_f0_fsc.sym.52,1.492681,82.322965
DB12-CIGFEF_clean,1.429121,222.38102
DB12-TAKTIL_clean,5.759401,376.76976
DB0-m2_o10_o21_f0_pcu.sym.28,0.628316,14.24692
DB7-ddmof_6411,0.205918,2.519005
DB0-m2_o22_o27_f0_pcu.sym.10,0.785593,47.981505
DB15-rob_N65_E57_opt,2.005012,58.33829
DB12-MAPCUE_clean,2.151999,35.928015
DB1-Cu2O8N2-DPAC_A-fum_A_No297,3.663232,84.147725
DB0-m3_o11_o20_f0_pcu.sym.75,0.158816,2.333665
DB7-ddmof_22472,0.416558,14.759215
DB12-TIDLID_clean,1.444951,112.806705
DB12-CERMIV_clean,1.343497,185.690795
DB0-m3_o7_o9_f0_pcu.sym.20,0.169826,3.656
DB0-m3_o13_o24_f0_pcu.sym.24,0.211083,17.479035
DB12-XIHXAP_clean,1.102055,340.93197
DB0-m3_o8_o24_f0_pcu.sym.95,0.256913,5.23271
DB12-EMEJAJ_freeONLY,2.566907,103.49638
DB0-m3_o12_o27_f0_pcu.sym.116,0.241991,3.71116
DB12-UPOVOL_freeONLY,1.59811,178.069295
DB7-ddmof_18764,0.247349,2.68935
DB0-m3_o14_o20_f0_pcu.sym.80,0.561449,14.607765
DB5-hypotheticalMOF_5070871_1_1_2_3_15_5,1.729543,112.590465
DB5-hypotheticalMOF_5011474_0_0_0_20_7_8,0.365898,5.61074
DB0-m2_o7_o23_f0_pcu.sym.7,0.215871,1.63571
DB7-ddmof_3810,0.342516,11.844895
DB0-m2_o20_o26_f0_pcu.sym.78,0.249991,1.663945
DB5-hypotheticalMOF_5069432_0_0_2_3_17_6,0.87588,22.72814
DB12-RUWWOW_freeONLY,1.269997,222.956375
DB12-HAZSIL_clean,1.220999,56.298715
DB15-pcu_N65_E6_opt,0.762568,8.971265
DB5-hypotheticalMOF_5066351_0_0_2_8_26_7,0.572392,11.79089
DB0-m3_o24_o149_f0_fsc.sym.58,1.473168,100.350675
DB15-sxc_N123_E27_opt,2.135474,14.74768
DB12-TULNIZ_clean,0.144526,184.25096
DB0-m2_o4_o20_f0_pcu.sym.20,0.187241,2.637075
DB12-QUVFET_clean,0.375235,136.167385
DB0-m3_o96_o12_f0_fsc.sym.42,2.611028,85.454
DB0-m3_o11_o13_f0_pcu.sym.59,0.550512,19.096475
DB0-m2_o24_o27_f0_pcu.sym.44,0.433618,13.19475
DB0-m3_o1480_o17_f0_fsc.sym.27,3.093854,132.390135
DB12-ECIWIW_clean,0.998014,130.15805
DB12-TISJOW_clean,0.408928,107.247565
