,filename,mmol/g_working_capacity,selectivity
10235,DB0-m9_o20_o22_f0_sra.sym.101,0.867889,55.071615
10236,DB12-CAKXUJ_clean,0.403762,25.85766
10237,DB0-m2_o24_o24_f0_pcu.sym.13,0.304993,10.45644
10238,DB0-m3_o24_o24_f0_pcu.sym.87,0.884923,36.603865
10239,DB12-EHODOV_SL,2.419998,128.30447
10240,DB6-cuf_4002,0.339096,4.748735
10241,DB12-IKETUO_freeONLY,1.410316,267.10199
10242,DB0-m2_o8_o22_f0_pcu.sym.9,0.153768,4.309855
10243,DB0-m3_o11_o29_f0_pcu.sym.30,0.50152,8.104885
10244,DB12-RATVEP_clean,0.936557,23.323515
10245,DB12-NARNIG_clean,0.589048,6.41863
10246,DB0-m3_o10_o25_f0_pcu.sym.81,2.277116,141.66592
10247,DB12-KEYFUR_clean,0.361199,85.41428
10248,DB7-ddmof_972,0.394882,10.23936
10249,DB15-pcu_N108_E148_opt,0.666282,5.947185
10250,DB0-m2_o24_o25_f0_pcu.sym.57,0.451567,8.61285
10251,DB12-ZUDQUM_clean,1.227973,70.63712
10252,DB0-m2_o10_o25_f0_pcu.sym.15,0.551218,15.64202
10253,DB5-hypotheticalMOF_5058997_1_1_2_12_26_2,1.025513,43.66572
10254,DB5-hypotheticalMOF_5078629_2_0_2_28_17_10,0.487013,8.167515
10255,DB12-VUCDEE_clean,1.809358,159.90086
10256,DB12-CENPUI_clean,3.001862,137.211985
10257,DB12-QUQPUO_clean,2.077937,190.88575
10258,DB0-m2_o12_o14_f0_pcu.sym.46,0.641984,25.24178
10259,DB12-ZEDZAL_freeONLY,3.364584,162.94348
10260,DB12-OSIXIY_clean,0.596287,180.91306
10261,DB15-rob_N65_E41_opt,0.704594,17.712985
10262,DB0-m3_o14_o22_f0_nbo.sym.13,0.28066,4.048375
10263,DB5-hypotheticalMOF_5037994_1_1_1_18_16_7,5.232689,308.794695
10264,DB1-Cu2O8N2-DPAC_A-pmof1_A_No29,2.244373,57.25452
10265,DB0-m2_o16_o20_f0_pcu.sym.78,0.642615,20.43155
10266,DB12-MAKRIC_clean,2.999594,278.993465
10267,DB0-m3_o11_o24_f0_pcu.sym.48,0.676691,28.08733
10268,DB0-m2_o10_o22_f0_pcu,0.894977,53.98035
10269,DB0-m2_o7_o21_f0_pcu.sym.85,0.10675,1.45026
10270,DB7-ddmof_21137,0.303873,8.71428
10271,DB12-PEGPUO_clean,0.442599,21.131805
10272,DB0-m2_o16_o28_f0_pcu.sym.39,0.815961,30.237775
10273,DB0-m3_o430_o22_f0_fsc.sym.13,1.435089,60.815865
10274,DB13-acs-Syn033149,1.031735,47.454535
10275,DB0-m3_o10_o27_f0_pcu.sym.49,0.565388,26.06166
10276,DB12-SAKRED_freeONLY,1.893926,127.807715
10277,DB0-m3_o22_o26_f0_pcu.sym.80,0.339754,6.26561
10278,DB5-hypotheticalMOF_32639_1_0_2_11_10_6,0.635294,16.25039
10279,DB15-pcu_N139_E11_opt,1.551091,43.190025
10280,DB0-m3_o24_o29_f0_pcu.sym.64,0.867868,19.199385
10281,DB12-MIZKOW_freeONLY,0.678595,116.527295
10282,DB0-m2_o9_o22_f0_nbo.sym.96,0.529247,19.984365
10283,DB0-m2_o22_o25_f0_pcu.sym.105,0.578809,13.076635
10284,DB5-hypotheticalMOF_5045874_0_0_1_3_15_2,0.473449,17.11134
10285,DB0-m2_o11_o26_f0_pcu.sym.14,0.307198,4.81127
10286,DB0-m3_o45_o149_f0_fsc,5.096118,272.246065
10287,DB0-m3_o22_o25_f0_pcu.sym.97,1.353474,64.94403
10288,DB5-hypotheticalMOF_5077209_0_0_2_27_14_5,1.364013,41.212375
10289,DB0-m3_o1470_o23_f0_fsc.sym.28,2.026839,76.886615
10290,DB5-hypotheticalMOF_5060127_2_0_2_12_11_8,0.179262,2.74997
10291,DB0-m3_o24_o78_f0_fsc.sym.6,2.115377,149.64957
10292,DB0-m2_o14_o21_f0_pcu.sym.10,0.499584,11.048895
10293,DB12-XUMFIV_freeONLY,0.846183,71.92022
10294,DB7-ddmof_5281,0.445233,31.625945
10295,DB0-m2_o16_o18_f0_pcu.sym.42,1.456458,50.49471
10296,DB12-TAGVAB_clean,2.533367,67.015015
10297,DB12-CAJLEH_clean,0.258975,110.45607
10298,DB0-m3_o48_o1_f0_fsc.sym.15,1.779082,182.85825
10299,DB12-ACOGEF_clean,2.868079,317.415735
10300,DB0-m3_o93_o22_f0_fsc.sym.17,1.7314,139.98939
10301,DB12-ic200463k_si_002_clean,0.43426,224.08836
10302,DB0-m3_o158_o151_f0_fsc.sym.48,0.550352,39.316095
10303,DB0-m2_o12_o22_f0_pcu.sym.13,0.436959,16.30474
10304,DB12-UTEXIB_freeONLY,2.670225,116.91263
10305,DB12-AQUDEX_clean,0.627328,129.73712
10306,DB5-hypotheticalMOF_5060381_0_0_2_12_13_2,0.304175,10.293055
10307,DB0-m2_o1_o21_f0_pcu.sym.91,0.525417,12.01076
10308,DB15-kag_N47_E13_opt,0.327307,5.612895
10309,DB6-cuf_9049,0.312701,4.74984
10310,DB0-m3_o12_o17_f0_pcu.sym.85,0.771314,23.902535
10311,DB0-m3_o18_o25_f0_pcu.sym.11,0.59335,7.313995
10312,DB5-hypotheticalMOF_5062246_2_1_2_18_10_8,0.611494,38.51996
10313,DB12-APEBEE_clean,2.295584,271.188
10314,DB12-ZIHTEP_clean,1.017088,130.03608
10315,DB0-m2_o14_o29_f0_pcu.sym.11,0.802932,13.80519
10316,DB5-hypotheticalMOF_5068384_0_0_2_20_11_6,0.72068,19.45217
10317,DB15-pcu_N123_E61_opt,1.059519,15.237895
10318,DB14-xeslak_P1_H,0.658484,73.46277
10319,DB0-m2_o8_o22_f0_pcu.sym.144,0.181431,2.029185
10320,DB5-hypotheticalMOF_5037064_1_0_1_18_10_10,0.27743,3.44917
10321,DB12-HURGUX_clean,1.649955,287.865105
10322,DB12-HISJIE_clean,1.509537,224.912845
10323,DB12-LUWMEX_clean,2.481336,249.43955
10324,DB5-hypotheticalMOF_36722_0_0_2_16_1_11,2.57848,112.636605
10325,DB12-LAGVOG_clean,1.988912,48.343895
10326,DB0-m2_o16_o25_f0_pcu.sym.127,0.817522,32.70056
10327,DB0-m3_o22_o22_f0_pcu.sym.26,1.416291,94.682375
10328,DB5-hypotheticalMOF_5008739_3_2_0_15_18_3,0.13491,3.780515
10329,DB12-GUKZAO_clean,2.818176,78.357995
10330,DB0-m3_o11_o22_f0_pcu.sym.26,0.596253,25.541525
10331,DB0-m3_o12_o21_f0_pcu.sym.100,0.828504,18.004435
10332,DB15-sxc_N123_E226_opt,0.23529,12.900415
10333,DB0-m2_o10_o11_f0_pcu.sym.88,1.58272,97.455215
10334,DB0-m3_o16_o150_f0_fsc.sym.7,1.980009,102.191215
10335,DB0-m3_o16_o21_f0_pcu.sym.73,0.412999,6.806625
10336,DB5-hypotheticalMOF_5072207_1_0_2_19_11_6,0.560162,13.4149
10337,DB15-sxc_N37_E183_opt,0.990376,33.18095
10338,DB12-KAHYID_clean,3.080849,20.754095
10339,DB7-ddmof_21923,0.356058,2.343855
10340,DB12-YASLUA_clean,2.292596,282.379885
10341,DB0-m2_o14_o14_f0_pcu.sym.52,2.27272,106.801155
10342,DB0-m2_o12_o12_f0_pcu.sym.28,0.363823,6.691025
10343,DB6-cuf_401,0.91326,31.168585
10344,DB0-m3_o146_o15_f0_fsc.sym.73,1.380203,77.34251
10345,DB1-Zn2O8N2-BDC_A-irmof20_A_No73,1.409538,130.884805
10346,DB12-QOZPOM_freeONLY,3.313238,194.956815
10347,DB0-m3_o14_o25_f0_pcu.sym.22,0.427641,13.88945
10348,DB0-m2_o14_o15_f0_pcu.sym.16,3.124878,197.297985
10349,DB15-sxc_N77_E119_unopt,4.144591,194.5822
10350,DB0-m23_o8_o20_f0_pcu,0.214843,2.923045
10351,DB0-m3_o24_o510_f0_fsc.sym.52,1.492681,82.322965
10352,DB12-CIGFEF_clean,1.429121,222.38102
10353,DB12-TAKTIL_clean,5.759401,376.76976
10354,DB0-m2_o10_o21_f0_pcu.sym.28,0.628316,14.24692
10355,DB7-ddmof_6411,0.205918,2.519005
10356,DB0-m2_o22_o27_f0_pcu.sym.10,0.785593,47.981505
10357,DB15-rob_N65_E57_opt,2.005012,58.33829
10358,DB12-MAPCUE_clean,2.151999,35.928015
10359,DB1-Cu2O8N2-DPAC_A-fum_A_No297,3.663232,84.147725
10360,DB0-m3_o11_o20_f0_pcu.sym.75,0.158816,2.333665
10361,DB7-ddmof_22472,0.416558,14.759215
10362,DB12-TIDLID_clean,1.444951,112.806705
10363,DB12-CERMIV_clean,1.343497,185.690795
10364,DB0-m3_o7_o9_f0_pcu.sym.20,0.169826,3.656
10365,DB0-m3_o13_o24_f0_pcu.sym.24,0.211083,17.479035
10366,DB12-XIHXAP_clean,1.102055,340.93197
10367,DB0-m3_o8_o24_f0_pcu.sym.95,0.256913,5.23271
10368,DB12-EMEJAJ_freeONLY,2.566907,103.49638
10369,DB0-m3_o12_o27_f0_pcu.sym.116,0.241991,3.71116
10370,DB12-UPOVOL_freeONLY,1.59811,178.069295
10371,DB7-ddmof_18764,0.247349,2.68935
10372,DB0-m3_o14_o20_f0_pcu.sym.80,0.561449,14.607765
10373,DB5-hypotheticalMOF_5070871_1_1_2_3_15_5,1.729543,112.590465
10374,DB5-hypotheticalMOF_5011474_0_0_0_20_7_8,0.365898,5.61074
10375,DB0-m2_o7_o23_f0_pcu.sym.7,0.215871,1.63571
10376,DB7-ddmof_3810,0.342516,11.844895
10377,DB0-m2_o20_o26_f0_pcu.sym.78,0.249991,1.663945
10378,DB5-hypotheticalMOF_5069432_0_0_2_3_17_6,0.87588,22.72814
10379,DB12-RUWWOW_freeONLY,1.269997,222.956375
10380,DB12-HAZSIL_clean,1.220999,56.298715
10381,DB15-pcu_N65_E6_opt,0.762568,8.971265
10382,DB5-hypotheticalMOF_5066351_0_0_2_8_26_7,0.572392,11.79089
10383,DB0-m3_o24_o149_f0_fsc.sym.58,1.473168,100.350675
10384,DB15-sxc_N123_E27_opt,2.135474,14.74768
10385,DB12-TULNIZ_clean,0.144526,184.25096
10386,DB0-m2_o4_o20_f0_pcu.sym.20,0.187241,2.637075
10387,DB12-QUVFET_clean,0.375235,136.167385
10388,DB0-m3_o96_o12_f0_fsc.sym.42,2.611028,85.454
10389,DB0-m3_o11_o13_f0_pcu.sym.59,0.550512,19.096475
10390,DB0-m2_o24_o27_f0_pcu.sym.44,0.433618,13.19475
10391,DB0-m3_o1480_o17_f0_fsc.sym.27,3.093854,132.390135
10392,DB12-ECIWIW_clean,0.998014,130.15805
10393,DB12-TISJOW_clean,0.408928,107.247565
10394,DB0-m2_o16_o19_f0_pcu.sym.50,1.04764,38.46373
10395,DB0-m3_o10_o16_f0_pcu.sym.20,2.81926,195.033555
10397,DB0-m2_o24_o27_f0_pcu.sym.12,0.297436,8.539215
10398,DB0-m3_o10_o20_f0_pcu.sym.35,1.479159,78.666325
10399,DB0-m2_o10_o27_f0_pcu.sym.50,1.663368,71.573355
10400,DB0-m3_o1520_o159_f0_fsc.sym.7,1.583324,42.28242
10401,DB12-MOSGIM_freeONLY,0.317109,21.57478
10402,DB0-m3_o52_o22_f0_fsc.sym.64,0.731154,22.56486
10403,DB7-ddmof_21806,0.179084,2.039
10404,DB1-Zn2O8N2-ADC_A-DPAC_A_No1709,0.332078,1.83027
10405,DB5-hypotheticalMOF_33144_0_0_2_0_24_11,0.456092,12.194965
10407,DB12-AWAKEQ_clean,1.447556,120.24884
10408,DB12-LIVLUZ_freeONLY,2.301019,167.780025
10409,DB5-hypotheticalMOF_28224_2_0_2_21_9_3,0.168916,3.06854
10410,DB12-VUNXUY_clean,0.947115,109.034145
10411,DB12-KUHVOZ01_clean,2.380274,17.831405
10412,DB12-NIYZIG_freeONLY,1.195702,49.75132
10413,DB15-rob_N123_E186_opt,1.599299,43.47077
10414,DB0-m6_o11_o11_f0_bcu,0.340055,7.37833
10415,DB12-LUKRIS_clean,0.41104,175.79428
10416,DB5-hypotheticalMOF_5074921_0_0_2_23_22_5,0.855527,15.12687
10417,DB0-m2_o22_o25_f0_pcu.sym.9,0.353284,7.993885
10418,DB5-hypotheticalMOF_5069949_0_0_2_3_3_9,0.459501,21.533335
10419,DB0-m3_o12_o19_f0_pcu.sym.27,0.180009,2.957225
10420,DB0-m3_o12_o23_f0_pcu.sym.164,0.925048,30.87309
10421,DB5-hypotheticalMOF_5033960_1_1_1_12_7_4,0.439694,64.822465
10422,DB5-hypotheticalMOF_5066458_0_0_2_8_2_10,2.006967,155.168065
10423,DB12-UNIPAJ_freeONLY,0.746298,56.0468
10424,DB0-m2_o24_o29_f0_pcu.sym.6,0.931924,21.96507
10425,DB0-m3_o440_o12_f0_fsc.sym.15,1.061095,56.449715
10426,DB0-m3_o11_o23_f0_pcu.sym.9,0.383636,9.28661
10427,DB0-m3_o24_o105_f0_fsc.sym.7,1.765068,63.452805
10428,DB5-hypotheticalMOF_25415_0_0_1_14_10_4,0.857364,24.682135
10429,DB0-m3_o153_o22_f0_fsc.sym.65,1.845716,175.413995
10430,DB12-GUHNUU_clean,2.279342,147.768675
10431,DB12-GUXQAR_freeONLY,1.34037,174.063935
10432,DB0-m2_o22_o24_f0_pcu.sym.51,1.046141,59.18908
10433,DB0-m3_o22_o23_f0_pcu.sym.34,0.619364,20.737465
10434,DB0-m2_o16_o24_f0_pcu.sym.13,2.037044,105.88602
10435,DB7-ddmof_22203,0.295835,6.77328
10436,DB0-m3_o160_o145_f0_fsc.sym.4,1.492213,53.68182
10437,DB12-HOGJIX_freeONLY,1.407647,84.72991
10438,DB0-m18_o15_o44_f0_fsc,2.57205,117.61175
10439,DB12-AFOVIB_clean,2.586673,47.864345
10440,DB0-m3_o24_o28_f0_pcu.sym.36,0.681077,36.95694
10441,DB0-m2_o1_o13_f0_pcu.sym.7,0.880165,36.42966
10442,DB7-ddmof_2890,0.14218,2.698895
10443,DB0-m3_o13_o20_f0_pcu.sym.94,0.848363,17.06629
10444,DB6-cuf_7245,0.499674,8.70106
10445,DB0-m18_o10_o19_f0_pcu,0.130293,2.003615
10446,DB12-QITDII_clean,0.779648,35.354405
10447,DB12-XOJPES_clean,0.102953,3.88476
10448,DB0-m3_o480_o22_f0_fsc.sym.5,2.02728,128.26179
10449,DB0-m2_o1_o20_f0_pcu.sym.18,0.224525,3.11311
10450,DB5-hypotheticalMOF_5066652_1_0_2_8_25_8,0.240192,4.930345
10451,DB0-m3_o12_frl,0.191259,2.48984
10452,DB12-GOLYOX_clean,1.198304,164.47786
10453,DB12-ZOFZIF_clean,1.645565,49.91608
10454,DB12-TUYJAZ_clean,1.785499,33.58738
10455,DB5-hypotheticalMOF_3000265_2_0_1_37_37_0,0.213018,0.39839
10456,DB5-hypotheticalMOF_5061996_1_0_2_18_1_7,0.296596,6.716885
10457,DB0-m2_o8_o22_f0_pcu.sym.16,0.189452,3.16614
10458,DB5-hypotheticalMOF_5046497_0_0_1_19_7_6,1.517614,63.87953
10459,DB12-NUDLIJ_freeONLY,2.724569,141.79415
10460,DB12-XANMIJ_freeONLY,2.006689,105.842205
10461,DB0-m2_o22_o25_f0_pcu.sym.15,0.81113,35.343775
10462,DB0-m3_o22_o25_f0_pcu.sym.81,1.238663,55.33355
10463,DB7-ddmof_3089,0.256855,9.576355
10464,DB0-m3_o12_o20_f0_pcu.sym.19,0.102778,2.57351
10465,DB12-KAVTEI_clean,2.408468,144.158705
10466,DB0-m3_o8_o25_f0_pcu.sym.87,0.135771,3.53548
10467,DB5-hypotheticalMOF_5014872_1_0_0_3_3_5,0.239783,3.298845
10468,DB5-hypotheticalMOF_23861_0_0_1_6_26_6,0.465485,8.75722
10469,DB0-m2_o11_o18_f0_pcu.sym.56,0.636155,13.9837
10470,DB0-m3_o24_o540_f0_fsc.sym.29,2.93263,107.151335
10471,DB5-hypotheticalMOF_1001283_0_0_3_10_4_14,0.084799,42.217425
10472,DB0-m2_o8_o22_f0_pcu.sym.112,0.365972,5.930675
10473,DB0-m2_o12_o17_f0_pcu.sym.47,1.368841,54.89357
10474,DB12-WUYXUL_clean,1.316119,59.77711
10475,DB0-m3_o13_o23_f0_pcu.sym.18,0.596523,16.769415
10476,DB5-hypotheticalMOF_32993_0_0_2_0_21_2,0.435869,8.62596
10477,DB5-hypotheticalMOF_5053404_0_0_1_27_3_5,0.646737,21.93645
10478,DB12-SUVZOA_clean,0.85981,129.645635
10479,DB0-m2_o1_o10_f0_pcu.sym.23,0.490294,13.948835
10480,DB0-m3_o21_o26_f0_pcu.sym.37,0.509377,7.50247
10481,DB0-m3_o24_o43_f0_fsc.sym.49,1.226334,51.412485
10482,DB12-FAFDEX_freeONLY,1.609959,178.9461
10483,DB5-hypotheticalMOF_3002095_0_0_2_34_34_5,0.1307,1.82042
10484,DB0-m3_o93_o22_f0_fsc.sym.41,1.409422,179.83238
10485,DB5-hypotheticalMOF_5076088_0_0_2_27_2_3,0.420102,11.69768
10486,DB12-ic501801f_si_002_freeONLY,1.950412,127.75411
10487,DB5-hypotheticalMOF_5061665_3_0_2_18_25_2,0.160793,1.13631
10488,DB12-YUZCED_clean,1.146883,202.78191
10489,DB12-BUVXOG_freeONLY,0.687553,49.36315
10490,DB12-ZEDHIB_freeONLY,1.786403,226.2275
10491,DB12-LADHEF_freeONLY,2.73736,158.500865
10492,DB12-MIKDUH_clean,0.565732,46.47428
10493,DB5-hypotheticalMOF_5035622_0_0_1_12_22_4,0.580564,10.045305
10494,DB0-m3_o22_o27_f0_pcu.sym.49,0.688101,21.74468
10495,DB0-m3_o1530_o155_f0_fsc.sym.18,1.84941,57.857675
10496,DB0-m23_o5_o149_f0_pcu,2.492939,242.114755
10497,DB0-m3_o13_o22_f0_pcu.sym.87,0.368505,22.71909
10498,DB12-GAQKOB_clean,0.686415,33.12034
10499,DB12-BAFKUR_clean,0.265202,97.76981
10500,DB0-m3_o18_o23_f0_pcu.sym.29,0.268246,3.677925
10501,DB12-XADDOX_freeONLY,0.834629,60.423315
10502,DB12-OTAXOX_clean,0.668155,78.80743
10504,DB15-pcu_N65_E223_opt,1.100136,9.464145
10505,DB12-ARAGOR_clean,2.888349,180.792375
10506,DB5-hypotheticalMOF_24280_0_0_1_6_11_7,3.021007,101.48904
10507,DB5-hypotheticalMOF_5066246_0_0_2_8_9_10,4.384671,275.44646
10508,DB12-UZIGOB_clean,0.85954,324.73354
10509,DB15-vby_N65_E44_opt,1.789517,27.14469
10510,DB0-m2_o8_o9_f0_pcu.sym.91,0.359025,6.29239
10511,DB0-m3_o12_o21_f0_pcu.sym.116,0.16405,3.230805
10512,DB12-JURKIS_freeONLY,1.323324,151.149495
10513,DB12-CAVPIA_manual,0.307397,2.13734
10514,DB0-m2_o22_o26_f0_pcu.sym.42,0.350127,7.798985
10515,DB12-ELILER_clean,0.847255,168.221145
10516,DB5-hypotheticalMOF_5053218_1_0_1_27_8_7,0.324509,4.93282
10517,DB15-qtz_N76_E82_opt,0.190838,0.45291
10518,DB0-m3_o24_o26_f0_pcu.sym.82,0.560278,14.634645
10519,DB15-snp_N123_E50_opt,0.897634,65.97951
10520,DB0-m3_o8_o23_f0_pcu.sym.154,0.352098,6.4826
10521,DB12-RANPAA_clean,2.836108,173.719
10522,DB0-m3_o9_o17_f0_pcu.sym.22,0.625936,15.15248
10523,DB0-m3_o12_o17_f0_pcu.sym.93,0.982862,35.507705
10524,DB12-ZOXGOK_clean,1.765079,139.08266
10525,DB12-JORRAL_clean,3.020769,172.20437
10526,DB12-ITETEH_clean,1.71326,114.209365
10527,DB12-ZAVREV_clean,2.387705,203.234335
10528,DB0-m2_o12_o19_f0_pcu.sym.68,0.188596,3.743245
10529,DB0-m2_o22_o58_f0_pcu,0.965685,31.100265
10530,DB0-m3_o8_o24_f0_pcu.sym.18,0.182646,2.84078
10531,DB0-m2_o11_o27_f0_pcu.sym.128,0.25052,4.896455
10532,DB0-m3_o9_o23_f0_pcu.sym.6,0.448103,9.73516
10533,DB5-hypotheticalMOF_16037_1_0_0_22_24_6,0.137026,1.925485
10534,DB0-m3_o24_o25_f0_pcu.sym.95,0.555859,19.76048
10535,DB5-hypotheticalMOF_5041458_0_0_1_8_21_2,0.238912,7.705425
10536,DB15-pcu_N77_E221_unopt,1.160196,41.069505
10537,DB0-m3_o10_o17_f0_pcu.sym.6,3.1823,169.09096
10538,DB1-Zn2O8N2-ADC_A-irmof12_A_No32,0.386032,7.549115
10539,DB12-NOCZAI_clean,0.046176,24.013335
10540,DB0-m9_o9_o19_f0_sra.sym.18,3.581541,294.66178
10541,DB0-m3_o6_o23_f0_pcu.sym.122,0.297079,3.04556
10542,DB5-hypotheticalMOF_5036683_2_0_1_18_25_8,0.172842,1.238335
10543,DB12-QUDGED_clean,0.781893,12.243505
10544,DB12-PUZKUS_clean,2.504581,263.90622
10545,DB12-EQEROJ_freeONLY,1.278083,115.054305
10546,DB0-m3_o11_o47_f0_fsc.sym.20,2.354926,120.50066
10547,DB5-hypotheticalMOF_5037193_3_0_1_18_11_3,0.19518,2.66882
10548,DB5-hypotheticalMOF_5074691_1_1_2_23_13_8,0.708236,100.3146
10549,DB0-m3_o145_o22_f0_fsc.sym.4,2.953175,160.547245
10550,DB0-m9_o1_o13_f0_sra.sym.41,2.486848,127.36281
10551,DB0-m3_o24_o82_f0_fsc.sym.21,2.078153,179.7045
10552,DB0-m3_o1510_o22_f0_fsc.sym.16,0.895116,42.63087
10553,DB12-WOBCAT_clean,0.464734,64.583235
10554,DB0-m2_o22_o140_f0_fsc,1.761927,61.655165
10555,DB12-USEVOF_clean,0.940854,59.075505
10556,DB0-m2_o16_o19_f0_pcu.sym.10,0.677351,30.65152
10557,DB5-hypotheticalMOF_22358_0_0_1_0_7_7,1.114478,143.15284
10558,DB0-m3_o96_o4_f0_fsc.sym.70,2.592327,84.23939
10559,DB0-m3_o24_o96_f0_fsc.sym.55,1.389589,52.729225
10560,DB12-j.inoche.2015.01.025_INC05862-mmc2_clean,2.949007,214.96882
10561,DB12-REDROI_clean,1.429922,227.850575
10562,DB5-hypotheticalMOF_10980_2_2_0_6_10_0,1.222884,90.752125
10563,DB0-m3_o540_o22_f0_fsc.sym.16,1.978182,86.02666
10564,DB0-m9_o2_o14_f0_sra.sym.11,2.629814,133.84364
10565,DB0-m2_o22_o150_f0_pcu,0.595603,21.396435
10566,DB1-Cu2O8N2-BDC_A-irmof20_A_No72,0.496207,28.50755
10567,DB12-ZIJVOF02_clean,1.793157,117.24388
10568,DB0-m3_o11_o12_f0_pcu.sym.90,0.277444,3.967465
10569,DB0-m3_o112_o22_f0_fsc.sym.22,1.029824,223.750075
10570,DB12-IZIKOT02_clean,0.045549,0.704475
10571,DB0-m3_o24_o28_f0_pcu.sym.76,0.845103,33.554485
10572,DB12-ORANAY_freeONLY,0.394347,29.54587
10573,DB12-WEWTOI_clean,0.177552,12.832575
10574,DB0-m3_o11_o20_f0_pcu.sym.63,0.245836,3.694745
10575,DB12-EQETAX_clean,3.625954,138.23355
10576,DB1-Cu2O8N2-AZO_A-irmof7_A_No220,1.295117,40.795295
10577,DB12-VOXQOQ_clean,1.943822,205.898845
10578,DB5-hypotheticalMOF_5077939_1_0_2_27_8_6,1.113095,59.46014
10579,DB12-PEGCIP_clean,2.625038,181.988445
10580,DB0-m3_o24_o109_f0_fsc.sym.9,1.51468,70.090045
10582,DB12-KOMHAW_freeONLY,1.563345,146.805565
10583,DB12-MAQBEO_clean,2.507212,98.68454
10584,DB0-m3_o8_o24_f0_pcu.sym.83,0.312268,5.9358
10585,DB0-m2_o14_o16_f0_pcu.sym.17,1.745694,74.11859
10586,DB12-XAKZAL_clean,1.462091,117.69396
10587,DB12-BAXLOD_clean,0.153337,55.45113
10588,DB0-m3_o160_o151_f0_fsc.sym.14,0.955713,21.985945
10589,DB1-Zn2O8N2-AZO_A-irmof8_A_No182,1.167172,32.027575
10590,DB12-RUZDAS_clean,2.856188,269.603045
10591,DB12-DUYVEA_freeONLY,0.366132,51.892895
10592,DB7-ddmof_18769,0.199296,11.43875
10593,DB12-PUVREF_clean,0.252315,11.588835
10594,DB5-hypotheticalMOF_5016777_2_2_0_19_2_4,0.021704,0.685085
10595,DB0-m2_o16_o19_f0_pcu.sym.6,0.911728,35.62928
10596,DB0-m3_o8_o22_f0_pcu.sym.146,0.301677,4.54985
10597,DB0-m3_o1_o21_f0_pcu.sym.67,0.79087,20.9883
10598,DB12-ic502730y_si_002_clean,0.915106,36.76495
10599,DB0-m9_o2_o19_f0_sra.sym.72,0.919253,44.43286
10600,DB12-OTOROF_clean,1.842186,77.144005
10601,DB1-Cu2O8N2-DPAC_A-irmof6_A_No273,0.402759,7.195135
10602,DB12-LIBZIG_freeONLY,1.321414,144.213455
10604,DB5-hypotheticalMOF_5061739_2_0_2_18_25_4,0.179024,1.40262
10605,DB5-hypotheticalMOF_5062766_1_1_2_18_13_5,0.776172,36.081115
10606,DB12-VIVXOP_freeONLY,2.05706,122.59389
10607,DB0-m3_o90_o22_f0_fsc.sym.20,1.951101,95.00863
10608,DB5-hypotheticalMOF_5050348_2_1_1_23_18_9,1.300872,39.74726
10609,DB0-m2_o8_o25_f0_pcu.sym.27,0.175332,2.135535
10610,DB12-OKELIB_clean,0.272328,12.0152
10611,DB0-m3_o10_o18_f0_pcu.sym.14,3.020362,145.93174
10612,DB0-m2_o24_o27_f0_pcu.sym.49,1.082782,61.82132
10613,DB12-YEKWOC_clean,1.75156,83.64889
10614,DB15-pcu_N108_E142_unopt,0.439828,3.295045
10615,DB12-CIFMIP_clean,1.422006,63.3595
10616,DB12-GOVXIA_clean,1.71824,113.467115
10617,DB12-QISNAJ_clean,3.956908,137.883655
10619,DB5-hypotheticalMOF_5014427_0_0_0_3_24_7,0.205273,2.350905
10620,DB0-m2_o14_o25_f0_pcu.sym.20,0.785697,23.068005
10621,DB12-BUXZAX_clean,0.661086,16.519045
10622,DB0-m2_o12_o27_f0_pcu.sym.109,0.887375,42.06883
10623,DB0-m2_o7_o22_f0_pcu.sym.44,0.302706,6.055965
10624,DB12-OGUPIQ_clean,1.464877,304.45897
10625,DB12-XUCSAR01_clean,0.275072,77.760385
10626,DB15-sxc_N65_E37_opt,2.811285,34.27274
10627,DB0-m23_o3_o20_f0_pcu,0.266345,3.944635
10628,DB1-Cu2O8N2-ADC_A-irmof14_A_No2,0.220458,4.138815
10629,DB0-m3_o12_o27_f0_pcu.sym.28,0.443576,13.344835
10630,DB0-m2_o22_o22_f0_pcu.sym.24,1.598186,84.695565
10631,DB0-m2_o11_o17_f0_pcu.sym.26,0.475268,20.859095
10632,DB12-BUSQIQ_freeONLY,0.444981,164.131895
10633,DB0-m3_o18_o1530_f0_fsc.sym.3,2.347374,80.25734
10634,DB0-m2_o11_o19_f0_pcu.sym.49,0.201666,2.96487
10635,DB5-hypotheticalMOF_5070294_0_0_2_3_13_8,0.889647,30.38417
10636,DB6-cuf_6507,0.3272,5.843955
10637,DB0-m2_o17_o29_f0_pcu.sym.26,0.375812,4.194375
10638,DB12-OFEHAK_freeONLY,1.5456,141.02973
10639,DB7-ddmof_22116,0.212428,1.000115
10640,DB0-m2_o22_o23_f0_pcu.sym.60,0.504697,13.26407
10641,DB0-m3_o17_o99_f0_fsc.sym.65,1.979741,78.606645
10642,DB12-CODQOD_clean,0.618818,9.76022
10643,DB0-m3_o18_o150_f0_fsc.sym.19,1.463882,47.20775
10644,DB0-m15_o22_o144_f0_fsc,0.783276,21.503975
10645,DB15-qtz_N76_E48_opt,0.261035,3.18468
10646,DB0-m3_o44_o22_f0_fsc.sym.14,0.232651,6.31886
10647,DB12-OCACUR_clean,4.148571,246.6191
